fight date,fight weightclass,win method,rounds,time,Winner,Loser
"December 28, 2013",Middleweight,KO/TKO,2,1:16,Chris Weidman,Anderson Silva
"December 28, 2013",Women's Bantamweight,SUB,3,0:58,Ronda Rousey,Miesha Tate
"December 28, 2013",Heavyweight,KO/TKO,1,1:00,Travis Browne,Josh Barnett
"December 28, 2013",Lightweight,SUB,1,3:42,Jim Miller,Fabricio Camoes
"December 28, 2013",Featherweight,KO/TKO,1,4:54,Dustin Poirier,Diego Brandao
"December 28, 2013",Middleweight,KO/TKO,1,5:00,Uriah Hall,Chris Leben
"December 28, 2013",Lightweight,KO/TKO,2,1:32,Michael Johnson,Gleison Tibau
"December 28, 2013",Featherweight,Overturned,3,5:00,Dennis Siver,Manvel Gamburyan
"December 28, 2013",Welterweight,U-DEC,3,5:00,John Howard,Siyar Bahadurzada
"December 28, 2013",Welterweight,U-DEC,3,5:00,William Macario,Bobby Voelker
"December 28, 2013",Featherweight,KO/TKO,3,0:12,Robert Peralta,Estevan Payan
"December 14, 2013",Flyweight,KO/TKO,1,2:08,Demetrious Johnson,Joseph Benavidez
"December 14, 2013",Bantamweight,SUB,2,3:22,Urijah Faber,Michael McDonald
"December 14, 2013",Featherweight,U-DEC,3,5:00,Chad Mendes,Nik Lentz
"December 14, 2013",Lightweight,U-DEC,3,5:00,Joe Lauzon,Mac Danzig
"December 14, 2013",Welterweight,U-DEC,3,5:00,Ryan LaFlare,Court McGee
"December 14, 2013",Lightweight,M-DEC,3,5:00,Edson Barboza,Danny Castillo
"December 14, 2013",Lightweight,U-DEC,3,5:00,Bobby Green,Pat Healy
"December 14, 2013",Flyweight,U-DEC,3,5:00,Zach Makovsky,Scott Jorgensen
"December 14, 2013",Lightweight,U-DEC,3,5:00,Sam Stout,Cody McKenzie
"December 14, 2013",Lightweight,KO/TKO,2,1:35,Abel Trujillo,Roger Bowling
"December 14, 2013",Flyweight,S-DEC,3,5:00,Alptekin Ozkilic,Darren Uyenoyama
"December 06, 2013",Heavyweight,M-DEC,5,5:00,Mark Hunt,Antonio Silva
"December 06, 2013",Light Heavyweight,KO/TKO,1,1:03,Mauricio Rua,James Te Huna
"December 06, 2013",Light Heavyweight,U-DEC,3,5:00,Ryan Bader,Anthony Perosh
"December 06, 2013",Heavyweight,KO/TKO,1,2:09,Soa Palelei,Pat Barry
"December 06, 2013",Middleweight,KO/TKO,2,5:00,Clint Hester,Dylan Andrews
"December 06, 2013",Women's Bantamweight,S-DEC,3,5:00,Bethe Correia,Julie Kedzie
"December 06, 2013",Bantamweight,U-DEC,3,5:00,Takeya Mizugaki,Nam Phan
"December 06, 2013",Middleweight,U-DEC,3,5:00,Caio Magalhaes,Nick Ring
"December 06, 2013",Flyweight,KO/TKO,1,4:43,Justin Scoggins,Richie Vaculik
"December 06, 2013",Middleweight,U-DEC,3,5:00,Krzysztof Jotko,Bruno Santos
"December 06, 2013",Welterweight,KO/TKO,1,0:43,Alex Garcia,Ben Wall
"November 30, 2013",Lightweight,KO/TKO,1,2:38,Nate Diaz,Gray Maynard
"November 30, 2013",Women's Bantamweight,KO/TKO,1,4:59,Julianna Pena,Jessica Rakoczy
"November 30, 2013",Bantamweight,SUB,2,2:10,Chris Holdsworth,Davey Grant
"November 30, 2013",Women's Bantamweight,U-DEC,3,5:00,Jessamyn Duke,Peggy Morgan
"November 30, 2013",Women's Bantamweight,U-DEC,3,5:00,Raquel Pennington,Roxanne Modafferi
"November 30, 2013",Featherweight,DQ,1,0:25,Akira Corassani,Maximo Blanco
"November 30, 2013",Featherweight,S-DEC,3,5:00,Tom Niinimaki,Rani Yahya
"November 30, 2013",Heavyweight,U-DEC,3,5:00,Jared Rosholt,Walt Harris
"November 30, 2013",Welterweight,U-DEC,3,5:00,Sean Spencer,Drew Dober
"November 30, 2013",Flyweight,SUB,2,4:31,Josh Sampo,Ryan Benoit
"November 16, 2013",Welterweight,S-DEC,5,5:00,Georges St-Pierre,Johny Hendricks
"November 16, 2013",Light Heavyweight,KO/TKO,1,4:05,Rashad Evans,Chael Sonnen
"November 16, 2013",Welterweight,S-DEC,3,5:00,Robbie Lawler,Rory MacDonald
"November 16, 2013",Welterweight,KO/TKO,1,4:38,Tyron Woodley,Josh Koscheck
"November 16, 2013",Flyweight,U-DEC,3,5:00,Ali Bagautinov,Tim Elliott
"November 16, 2013",Lightweight,SUB,2,3:49,Donald Cerrone,Evan Dunham
"November 16, 2013",Middleweight,U-DEC,3,5:00,Thales Leites,Ed Herman
"November 16, 2013",Welterweight,U-DEC,3,5:00,Rick Story,Brian Ebersole
"November 16, 2013",Bantamweight,U-DEC,3,5:00,Erik Perez,Edwin Figueroa
"November 16, 2013",Welterweight,U-DEC,3,5:00,Jason High,Anthony Lapsley
"November 16, 2013",Bantamweight,U-DEC,3,5:00,Sergio Pettis,Will Campuzano
"November 16, 2013",Light Heavyweight,KO/TKO,2,1:22,Gian Villante,Cody Donovan
"November 09, 2013",Light Heavyweight,KO/TKO,1,1:17,Vitor Belfort,Dan Henderson
"November 09, 2013",Middleweight,S-DEC,3,5:00,Cezar Ferreira,Daniel Sarafian
"November 09, 2013",Light Heavyweight,KO/TKO,1,1:18,Rafael Cavalcante,Igor Pokrajac
"November 09, 2013",Welterweight,KO/TKO,1,2:10,Brandon Thatch,Paulo Thiago
"November 09, 2013",Welterweight,U-DEC,3,5:00,Ryan LaFlare,Santiago Ponzinibbio
"November 09, 2013",Featherweight,KO/TKO,1,0:40,Jeremy Stephens,Rony Jason
"November 09, 2013",Featherweight,KO/TKO,1,1:42,Sam Sicilia,Godofredo Pepey
"November 09, 2013",Middleweight,KO/TKO,1,3:31,Omari Akhmedov,Thiago Perpetuo
"November 09, 2013",Lightweight,SUB,1,2:38,Thiago Tavares,Justin Salas
"November 09, 2013",Lightweight,SUB,2,2:49,Adriano Martins,Daron Cruickshank
"November 09, 2013",Flyweight,KO/TKO,3,3:19,Dustin Ortiz,Jose Maria
"November 06, 2013",Middleweight,KO/TKO,1,4:40,Tim Kennedy,Rafael Natal
"November 06, 2013",Women's Bantamweight,U-DEC,3,5:00,Alexis Davis,Liz Carmouche
"November 06, 2013",Middleweight,KO/TKO,3,1:39,Yoel Romero,Ronny Markes
"November 06, 2013",Lightweight,U-DEC,3,5:00,Rustam Khabilov,Jorge Masvidal
"November 06, 2013",Lightweight,SUB,2,1:41,Michael Chiesa,Colton Smith
"November 06, 2013",Lightweight,KO/TKO,1,3:50,Bobby Green,James Krause
"November 06, 2013",Bantamweight,KO/TKO,2,2:20,Francisco Rivera,George Roop
"November 06, 2013",Featherweight,U-DEC,3,5:00,Dennis Bermudez,Steven Siler
"November 06, 2013",Women's Bantamweight,KO/TKO,1,3:56,Amanda Nunes,Germaine de Randamie
"November 06, 2013",Middleweight,U-DEC,3,5:00,Lorenz Larkin,Chris Camozzi
"November 06, 2013",Lightweight,Overturned,1,2:47,Yves Edwards,Yancy Medeiros
"November 06, 2013",Welterweight,U-DEC,3,5:00,Seth Baczynski,Neil Magny
"November 06, 2013",Middleweight,SUB,1,0:48,Derek Brunson,Brian Houston
"October 26, 2013",Middleweight,KO/TKO,1,3:10,Lyoto Machida,Mark Munoz
"October 26, 2013",Lightweight,CNC,1,1:57,Ross Pearson,Melvin Guillard
"October 26, 2013",Light Heavyweight,KO/TKO,2,4:41,Jimi Manuwa,Ryan Jimmo
"October 26, 2013",Lightweight,U-DEC,3,5:00,Norman Parke,Jon Tuck
"October 26, 2013",Middleweight,SUB,1,3:07,Nicholas Musoke,Alessio Sakara
"October 26, 2013",Flyweight,KO/TKO,1,2:51,John Lineker,Phil Harris
"October 26, 2013",Lightweight,U-DEC,3,5:00,Al Iaquinta,Piotr Hallmann
"October 26, 2013",Middleweight,SUB,2,2:12,Luke Barnatt,Andrew Craig
"October 26, 2013",Women's Bantamweight,U-DEC,3,5:00,Jessica Andrade,Rosi Sexton
"October 26, 2013",Featherweight,U-DEC,3,5:00,Cole Miller,Andy Ogle
"October 26, 2013",Featherweight,SUB,2,2:17,Jimy Hettes,Robert Whiteford
"October 26, 2013",Middleweight,SUB,1,4:17,Brad Scott,Michael Kuiper
"October 19, 2013",Heavyweight,KO/TKO,5,3:09,Cain Velasquez,Junior Dos Santos
"October 19, 2013",Heavyweight,U-DEC,3,5:00,Daniel Cormier,Roy Nelson
"October 19, 2013",Lightweight,U-DEC,3,5:00,Gilbert Melendez,Diego Sanchez
"October 19, 2013",Heavyweight,KO/TKO,1,1:33,Gabriel Gonzaga,Shawn Jordan
"October 19, 2013",Flyweight,KO/TKO,1,4:13,John Dodson,Darrell Montague
"October 19, 2013",Middleweight,S-DEC,3,5:00,Tim Boetsch,CB Dollaway
"October 19, 2013",Welterweight,KO/TKO,1,1:48,Hector Lombard,Nate Marquardt
"October 19, 2013",Women's Bantamweight,Overturned,3,5:00,Sarah Kaufman,Jessica Eye
"October 19, 2013",Lightweight,U-DEC,3,5:00,KJ Noons,George Sotiropoulos
"October 19, 2013",Welterweight,KO/TKO,1,3:00,Adlan Amagov,TJ Waldburger
"October 19, 2013",Lightweight,SUB,1,1:52,Tony Ferguson,Mike Rio
"October 19, 2013",Featherweight,KO/TKO,2,0:53,Andre Fili,Jeremy Larsen
"October 19, 2013",Bantamweight,KO/TKO,2,3:51,Kyoji Horiguchi,Dustin Pague
"October 09, 2013",Welterweight,S-DEC,5,5:00,Jake Shields,Demian Maia
"October 09, 2013",Welterweight,KO/TKO,2,3:01,Dong Hyun Kim,Erick Silva
"October 09, 2013",Light Heavyweight,U-DEC,3,5:00,Thiago Silva,Matt Hamill
"October 09, 2013",Light Heavyweight,S-DEC,3,5:00,Fabio Maldonado,Joey Beltran
"October 09, 2013",Welterweight,SUB,1,0:31,Rousimar Palhares,Mike Pierce
"October 09, 2013",Bantamweight,S-DEC,3,5:00,Raphael Assuncao,TJ Dillashaw
"October 09, 2013",Welterweight,U-DEC,3,5:00,Igor Araujo,Ildemar Alcantara
"October 09, 2013",Welterweight,U-DEC,3,5:00,Yan Cabral,David Mitchell
"October 09, 2013",Flyweight,KO/TKO,2,4:31,Chris Cariaso,Iliarde Santos
"October 09, 2013",Lightweight,KO/TKO,1,3:54,Alan Patrick,Garett Whiteley
"September 21, 2013",Light Heavyweight,U-DEC,5,5:00,Jon Jones,Alexander Gustafsson
"September 21, 2013",Bantamweight,KO/TKO,2,0:35,Renan Barao,Eddie Wineland
"September 21, 2013",Heavyweight,SUB,1,4:06,Brendan Schaub,Matt Mitrione
"September 21, 2013",Middleweight,U-DEC,3,5:00,Francis Carmont,Constantinos Philippou
"September 21, 2013",Lightweight,U-DEC,3,5:00,Khabib Nurmagomedov,Pat Healy
"September 21, 2013",Lightweight,S-DEC,3,5:00,Myles Jury,Mike Ricci
"September 21, 2013",Bantamweight,U-DEC,3,5:00,Wilson Reis,Ivan Menjivar
"September 21, 2013",Welterweight,KO/TKO,2,1:27,Stephen Thompson,Chris Clements
"September 21, 2013",Bantamweight,SUB,1,4:05,Mitch Gagnon,Dustin Kimura
"September 21, 2013",Lightweight,KO/TKO,1,2:01,John Makdessi,Renee Forte
"September 21, 2013",Lightweight,S-DEC,3,5:00,Michel Prazeres,Jesse Ronson
"September 21, 2013",Bantamweight,S-DEC,3,5:00,Alex Caceres,Roland Delorme
"September 21, 2013",Heavyweight,KO/TKO,3,3:18,Daniel Omielanczuk,Nandor Guelmino
"September 04, 2013",Light Heavyweight,KO/TKO,1,2:55,Glover Teixeira,Ryan Bader
"September 04, 2013",Middleweight,KO/TKO,1,2:47,Jacare Souza,Yushin Okami
"September 04, 2013",Flyweight,KO/TKO,1,3:07,Joseph Benavidez,Jussier Formiga
"September 04, 2013",Lightweight,SUB,2,3:50,Piotr Hallmann,Francisco Trinaldo
"September 04, 2013",Middleweight,U-DEC,3,5:00,Rafael Natal,Tor Troeng
"September 04, 2013",Flyweight,KO/TKO,3,3:28,Ali Bagautinov,Marcos Vinicius
"September 04, 2013",Featherweight,S-DEC,3,5:00,Edimilson Souza,Felipe Arantes
"September 04, 2013",Bantamweight,SUB,1,1:10,Lucas Martins,Ramiro Hernandez
"September 04, 2013",Welterweight,U-DEC,3,5:00,Elias Silverio,Joao Zeferino
"September 04, 2013",Welterweight,U-DEC,3,5:00,Ivan Jorge,Keith Wisniewski
"September 04, 2013",Welterweight,S-DEC,3,5:00,Sean Spencer,Yuri Villefort
"August 31, 2013",Lightweight,SUB,1,4:41,Anthony Pettis,Benson Henderson
"August 31, 2013",Heavyweight,KO/TKO,1,1:56,Josh Barnett,Frank Mir
"August 31, 2013",Featherweight,KO/TKO,3,0:30,Chad Mendes,Clay Guida
"August 31, 2013",Heavyweight,KO/TKO,3,1:54,Ben Rothwell,Brandon Vera
"August 31, 2013",Featherweight,U-DEC,3,5:00,Dustin Poirier,Erik Koch
"August 31, 2013",Lightweight,S-DEC,3,5:00,Gleison Tibau,Jamie Varner
"August 31, 2013",Flyweight,U-DEC,3,5:00,Tim Elliott,Louis Gaudinot
"August 31, 2013",Welterweight,KO/TKO,1,3:58,Hyun Gyu Lim,Pascal Krauss
"August 31, 2013",Bantamweight,U-DEC,3,5:00,Chico Camus,Kyung Ho Kang
"August 31, 2013",Heavyweight,KO/TKO,3,1:34,Soa Palelei,Nikita Krylov
"August 31, 2013",Lightweight,U-DEC,3,5:00,Al Iaquinta,Ryan Couture
"August 31, 2013",Middleweight,SUB,1,0:57,Magnus Cedenblad,Jared Hamman
"August 28, 2013",Welterweight,KO/TKO,4,0:54,Carlos Condit,Martin Kampmann
"August 28, 2013",Lightweight,U-DEC,3,5:00,Rafael Dos Anjos,Donald Cerrone
"August 28, 2013",Welterweight,SUB,1,2:26,Kelvin Gastelum,Brian Melancon
"August 28, 2013",Welterweight,S-DEC,3,5:00,Court McGee,Robert Whittaker
"August 28, 2013",Bantamweight,S-DEC,3,5:00,Takeya Mizugaki,Erik Perez
"August 28, 2013",Middleweight,U-DEC,3,5:00,Brad Tavares,Robert McDaniel
"August 28, 2013",Middleweight,KO/TKO,3,1:32,Dylan Andrews,Papy Abedi
"August 28, 2013",Welterweight,KO/TKO,1,1:23,Brandon Thatch,Justin Edwards
"August 28, 2013",Featherweight,U-DEC,3,5:00,Darren Elkins,Hatsu Hioki
"August 28, 2013",Welterweight,SUB,1,1:41,Jason High,James Head
"August 28, 2013",Welterweight,SUB,1,4:19,Zak Cummings,Ben Alloway
"August 28, 2013",Lightweight,CNC,2,4:57,Roger Bowling,Abel Trujillo
"August 17, 2013",Light Heavyweight,SUB,1,4:47,Chael Sonnen,Mauricio Rua
"August 17, 2013",Heavyweight,KO/TKO,1,4:08,Travis Browne,Alistair Overeem
"August 17, 2013",Bantamweight,U-DEC,3,5:00,Urijah Faber,Iuri Alcantara
"August 17, 2013",Welterweight,KO/TKO,1,0:29,Matt Brown,Mike Pyle
"August 17, 2013",Middleweight,S-DEC,3,5:00,John Howard,Uriah Hall
"August 17, 2013",Lightweight,U-DEC,3,5:00,Michael Johnson,Joe Lauzon
"August 17, 2013",Bantamweight,SUB,2,3:43,Michael McDonald,Brad Pickett
"August 17, 2013",Featherweight,U-DEC,3,5:00,Conor McGregor,Max Holloway
"August 17, 2013",Featherweight,KO/TKO,1,0:50,Steven Siler,Mike Brown
"August 17, 2013",Featherweight,U-DEC,3,5:00,Diego Brandao,Daniel Pineda
"August 17, 2013",Featherweight,U-DEC,3,5:00,Manvel Gamburyan,Cole Miller
"August 17, 2013",Light Heavyweight,KO/TKO,1,2:07,Ovince Saint Preux,Cody Donovan
"August 17, 2013",Lightweight,SUB,1,0:58,James Vick,Ramsey Nijem
"August 03, 2013",Featherweight,KO/TKO,4,2:00,Jose Aldo,Chan Sung Jung
"August 03, 2013",Light Heavyweight,U-DEC,3,5:00,Phil Davis,Lyoto Machida
"August 03, 2013",Middleweight,SUB,1,0:47,Cezar Ferreira,Thiago Santos
"August 03, 2013",Middleweight,U-DEC,3,5:00,Thales Leites,Tom Watson
"August 03, 2013",Flyweight,KO/TKO,2,1:03,John Lineker,Jose Maria
"August 03, 2013",Light Heavyweight,KO/TKO,1,0:14,Anthony Perosh,Vinny Magalhaes
"August 03, 2013",Women's Bantamweight,KO/TKO,1,2:08,Amanda Nunes,Sheila Gaff
"August 03, 2013",Welterweight,SUB,1,3:13,Sergio Moraes,Neil Magny
"August 03, 2013",Flyweight,U-DEC,3,5:00,Ian McCall,Iliarde Santos
"August 03, 2013",Featherweight,U-DEC,3,5:00,Rani Yahya,Josh Clopton
"August 03, 2013",Light Heavyweight,U-DEC,3,5:00,Francimar Barroso,Ednaldo Oliveira
"August 03, 2013",Welterweight,KO/TKO,1,1:36,Viscardi Andrade,Bristol Marunde
"July 27, 2013",Flyweight,SUB,5,3:43,Demetrious Johnson,John Moraga
"July 27, 2013",Welterweight,U-DEC,3,5:00,Rory MacDonald,Jake Ellenberger
"July 27, 2013",Welterweight,KO/TKO,2,0:24,Robbie Lawler,Bobby Voelker
"July 27, 2013",Women's Bantamweight,KO/TKO,2,3:57,Liz Carmouche,Jessica Andrade
"July 27, 2013",Lightweight,SUB,2,4:59,Jorge Masvidal,Michael Chiesa
"July 27, 2013",Lightweight,U-DEC,3,5:00,Danny Castillo,Tim Means
"July 27, 2013",Lightweight,KO/TKO,2,2:47,Melvin Guillard,Mac Danzig
"July 27, 2013",Lightweight,S-DEC,3,5:00,Daron Cruickshank,Yves Edwards
"July 27, 2013",Middleweight,S-DEC,3,5:00,Ed Herman,Trevor Smith
"July 27, 2013",Women's Bantamweight,S-DEC,3,5:00,Germaine de Randamie,Julie Kedzie
"July 27, 2013",Lightweight,S-DEC,3,5:00,Justin Salas,Aaron Riley
"July 27, 2013",Bantamweight,SUB,2,2:49,Yaotzin Meza,John Albert
"July 06, 2013",Middleweight,KO/TKO,2,1:18,Chris Weidman,Anderson Silva
"July 06, 2013",Featherweight,U-DEC,3,5:00,Frankie Edgar,Charles Oliveira
"July 06, 2013",Middleweight,U-DEC,3,5:00,Tim Kennedy,Roger Gracie
"July 06, 2013",Middleweight,U-DEC,3,5:00,Mark Munoz,Tim Boetsch
"July 06, 2013",Featherweight,KO/TKO,3,2:24,Cub Swanson,Dennis Siver
"July 06, 2013",Middleweight,S-DEC,3,5:00,Andrew Craig,Chris Leben
"July 06, 2013",Lightweight,U-DEC,3,5:00,Norman Parke,Kazuki Tokudome
"July 06, 2013",Heavyweight,KO/TKO,1,0:17,Gabriel Gonzaga,Dave Herman
"July 06, 2013",Lightweight,KO/TKO,2,1:44,Edson Barboza,Rafaello Oliveira
"July 06, 2013",Welterweight,KO/TKO,1,4:59,Brian Melancon,Seth Baczynski
"July 06, 2013",Welterweight,KO/TKO,2,2:55,Mike Pierce,David Mitchell
"June 15, 2013",Light Heavyweight,S-DEC,3,5:00,Rashad Evans,Dan Henderson
"June 15, 2013",Heavyweight,U-DEC,3,5:00,Stipe Miocic,Roy Nelson
"June 15, 2013",Light Heavyweight,U-DEC,3,5:00,Ryan Jimmo,Igor Pokrajac
"June 15, 2013",Women's Bantamweight,U-DEC,3,5:00,Alexis Davis,Rosi Sexton
"June 15, 2013",Heavyweight,KO/TKO,1,0:59,Shawn Jordan,Pat Barry
"June 15, 2013",Welterweight,S-DEC,3,5:00,Jake Shields,Tyron Woodley
"June 15, 2013",Lightweight,SUB,3,4:47,James Krause,Sam Stout
"June 15, 2013",Welterweight,M-DEC,3,5:00,Sean Pierson,Kenny Robertson
"June 15, 2013",Bantamweight,U-DEC,3,5:00,Roland Delorme,Edwin Figueroa
"June 15, 2013",Lightweight,U-DEC,3,5:00,Mitch Clarke,John Maguire
"June 15, 2013",Bantamweight,S-DEC,3,5:00,Yves Jabouin,Dustin Pague
"June 08, 2013",Heavyweight,SUB,2,2:41,Fabricio Werdum,Antonio Rodrigo Nogueira
"June 08, 2013",Welterweight,SUB,2,4:43,Leonardo Santos,William Macario
"June 08, 2013",Light Heavyweight,KO/TKO,1,4:29,Thiago Silva,Rafael Cavalcante
"June 08, 2013",Welterweight,SUB,1,1:11,Erick Silva,Jason High
"June 08, 2013",Middleweight,SUB,1,2:20,Daniel Sarafian,Eddie Mendez
"June 08, 2013",Featherweight,SUB,1,1:24,Rony Jason,Mike Wilkinson
"June 08, 2013",Bantamweight,SUB,2,1:51,Raphael Assuncao,Vaughan Lee
"June 08, 2013",Featherweight,KO/TKO,1,3:32,Felipe Arantes,Godofredo Pepey
"June 08, 2013",Welterweight,U-DEC,3,5:00,Ildemar Alcantara,Leandro Silva
"June 08, 2013",Featherweight,S-DEC,3,5:00,Rodrigo Damm,Mizuto Hirota
"June 08, 2013",Middleweight,SUB,2,2:49,Caio Magalhaes,Karlos Vemola
"June 08, 2013",Middleweight,SUB,1,1:52,Antonio Braga Neto,Anthony Smith
"May 25, 2013",Heavyweight,KO/TKO,1,1:21,Cain Velasquez,Antonio Silva
"May 25, 2013",Heavyweight,KO/TKO,3,4:18,Junior Dos Santos,Mark Hunt
"May 25, 2013",Light Heavyweight,SUB,1,2:38,Glover Teixeira,James Te Huna
"May 25, 2013",Lightweight,KO/TKO,1,2:07,TJ Grant,Gray Maynard
"May 25, 2013",Lightweight,U-DEC,3,5:00,Donald Cerrone,KJ Noons
"May 25, 2013",Welterweight,S-DEC,3,5:00,Mike Pyle,Rick Story
"May 25, 2013",Featherweight,S-DEC,3,5:00,Dennis Bermudez,Max Holloway
"May 25, 2013",Welterweight,KO/TKO,3,0:41,Robert Whittaker,Colton Smith
"May 25, 2013",Lightweight,U-DEC,3,5:00,Khabib Nurmagomedov,Abel Trujillo
"May 25, 2013",Welterweight,U-DEC,3,5:00,Stephen Thompson,Nah-Shon Burrell
"May 25, 2013",Bantamweight,KO/TKO,2,1:43,George Roop,Brian Bowles
"May 25, 2013",Featherweight,U-DEC,3,5:00,Jeremy Stephens,Estevan Payan
"May 18, 2013",Middleweight,KO/TKO,1,2:32,Vitor Belfort,Luke Rockhold
"May 18, 2013",Middleweight,SUB,1,3:37,Jacare Souza,Chris Camozzi
"May 18, 2013",Lightweight,U-DEC,3,5:00,Rafael Dos Anjos,Evan Dunham
"May 18, 2013",Middleweight,U-DEC,3,5:00,Rafael Natal,Joao Zeferino
"May 18, 2013",Featherweight,U-DEC,3,5:00,Nik Lentz,Hacran Dias
"May 18, 2013",Lightweight,SUB,1,3:08,Francisco Trinaldo,Mike Rio
"May 18, 2013",Lightweight,SUB,2,2:34,Gleison Tibau,John Cholish
"May 18, 2013",Welterweight,U-DEC,3,5:00,Paulo Thiago,Michel Prazeres
"May 18, 2013",Bantamweight,KO/TKO,1,2:31,Iuri Alcantara,Iliarde Santos
"May 18, 2013",Light Heavyweight,U-DEC,3,5:00,Fabio Maldonado,Roger Hollett
"May 18, 2013",Flyweight,KO/TKO,2,1:07,John Lineker,Azamat Gashimov
"May 18, 2013",Flyweight,U-DEC,3,5:00,Jussier Formiga,Chris Cariaso
"May 18, 2013",Lightweight,KO/TKO,3,0:13,Lucas Martins,Jeremy Larsen
"April 27, 2013",Light Heavyweight,KO/TKO,1,4:33,Jon Jones,Chael Sonnen
"April 27, 2013",Middleweight,U-DEC,3,4:31,Michael Bisping,Alan Belcher
"April 27, 2013",Heavyweight,KO/TKO,1,2:03,Roy Nelson,Cheick Kongo
"April 27, 2013",Light Heavyweight,U-DEC,3,5:00,Phil Davis,Vinny Magalhaes
"April 27, 2013",Lightweight,Overturned,3,4:02,Jim Miller,Pat Healy
"April 27, 2013",Lightweight,KO/TKO,1,2:32,Rustam Khabilov,Yancy Medeiros
"April 27, 2013",Light Heavyweight,M-DEC,3,0:33,Ovince Saint Preux,Gian Villante
"April 27, 2013",Women's Bantamweight,KO/TKO,1,4:06,Sara McMann,Sheila Gaff
"April 27, 2013",Bantamweight,SUB,3,4:44,Bryan Caraway,Johnny Bedford
"April 27, 2013",Featherweight,U-DEC,3,5:00,Cody McKenzie,Leonard Garcia
"April 27, 2013",Featherweight,U-DEC,3,5:00,Steven Siler,Kurt Holobaugh
"April 20, 2013",Lightweight,S-DEC,5,5:00,Benson Henderson,Gilbert Melendez
"April 20, 2013",Heavyweight,U-DEC,3,5:00,Daniel Cormier,Frank Mir
"April 20, 2013",Lightweight,KO/TKO,2,3:44,Josh Thomson,Nate Diaz
"April 20, 2013",Welterweight,KO/TKO,2,1:00,Matt Brown,Jordan Mein
"April 20, 2013",Featherweight,KO/TKO,1,1:08,Chad Mendes,Darren Elkins
"April 20, 2013",Middleweight,U-DEC,3,5:00,Francis Carmont,Lorenz Larkin
"April 20, 2013",Lightweight,KO/TKO,2,1:02,Myles Jury,Ramsey Nijem
"April 20, 2013",Flyweight,KO/TKO,2,4:50,Joseph Benavidez,Darren Uyenoyama
"April 20, 2013",Lightweight,U-DEC,3,5:00,Jorge Masvidal,Tim Means
"April 20, 2013",Bantamweight,KO/TKO,1,4:22,TJ Dillashaw,Hugo Viana
"April 20, 2013",Lightweight,KO/TKO,2,2:52,Anthony Njokuani,Roger Bowling
"April 20, 2013",Middleweight,KO/TKO,1,1:32,Yoel Romero,Clifford Starks
"April 13, 2013",Bantamweight,SUB,4,3:16,Urijah Faber,Scott Jorgensen
"April 13, 2013",Middleweight,S-DEC,3,5:00,Kelvin Gastelum,Uriah Hall
"April 13, 2013",Women's Bantamweight,KO/TKO,3,2:55,Cat Zingano,Miesha Tate
"April 13, 2013",Heavyweight,KO/TKO,1,1:11,Travis Browne,Gabriel Gonzaga
"April 13, 2013",Middleweight,SUB,3,2:49,Robert McDaniel,Gilbert Smith
"April 13, 2013",Middleweight,KO/TKO,2,2:17,Josh Samman,Kevin Casey
"April 13, 2013",Middleweight,U-DEC,3,5:00,Luke Barnatt,Collin Hart
"April 13, 2013",Middleweight,KO/TKO,1,3:22,Dylan Andrews,Jimmy Quinlan
"April 13, 2013",Middleweight,KO/TKO,3,3:53,Clint Hester,Bristol Marunde
"April 13, 2013",Featherweight,SUB,1,4:23,Cole Miller,Bart Palaszewski
"April 13, 2013",Featherweight,U-DEC,3,5:00,Maximo Blanco,Sam Sicilia
"April 13, 2013",Featherweight,SUB,1,1:35,Daniel Pineda,Justin Lawrence
"April 06, 2013",Light Heavyweight,U-DEC,3,5:00,Gegard Mousasi,Ilir Latifi
"April 06, 2013",Lightweight,KO/TKO,2,3:45,Ross Pearson,Ryan Couture
"April 06, 2013",Heavyweight,KO/TKO,1,0:19,Matt Mitrione,Philip De Fries
"April 06, 2013",Bantamweight,S-DEC,3,5:00,Brad Pickett,Mike Easton
"April 06, 2013",Featherweight,SUB,1,3:27,Diego Brandao,Pablo Garza
"April 06, 2013",Featherweight,U-DEC,3,5:00,Akira Corassani,Robert Peralta
"April 06, 2013",Lightweight,SUB,3,1:33,Reza Madadi,Michael Johnson
"April 06, 2013",Middleweight,SUB,1,3:11,Tor Troeng,Adam Cella
"April 06, 2013",Welterweight,U-DEC,3,5:00,Adlan Amagov,Chris Spang
"April 06, 2013",Featherweight,KO/TKO,1,1:07,Conor McGregor,Marcus Brimage
"April 06, 2013",Welterweight,U-DEC,3,5:00,Ryan LaFlare,Ben Alloway
"April 06, 2013",Middleweight,SUB,2,1:05,Tom Lawlor,Michael Kuiper
"April 06, 2013",Welterweight,S-DEC,3,5:00,Papy Abedi,Besam Yousef
"March 16, 2013",Welterweight,U-DEC,5,5:00,Georges St-Pierre,Nick Diaz
"March 16, 2013",Welterweight,U-DEC,3,5:00,Johny Hendricks,Carlos Condit
"March 16, 2013",Welterweight,KO/TKO,1,3:00,Jake Ellenberger,Nate Marquardt
"March 16, 2013",Middleweight,S-DEC,3,5:00,Chris Camozzi,Nick Ring
"March 16, 2013",Lightweight,U-DEC,3,5:00,Mike Ricci,Colin Fletcher
"March 16, 2013",Welterweight,U-DEC,3,5:00,Patrick Cote,Bobby Voelker
